Start Time (UTC), Stop Time (UTC)
2020-04-12T09:03:19.990816 UTC, 2020-04-12T09:34:41.990816 UTC
2020-04-12T10:39:42.562208 UTC, 2020-04-12T11:11:03.562208 UTC
2020-04-12T12:16:04.562208 UTC, 2020-04-12T12:47:25.562208 UTC
2020-04-12T13:52:25.562208 UTC, 2020-04-12T14:23:47.562208 UTC
2020-04-12T15:28:47.562208 UTC, 2020-04-12T16:00:09.562208 UTC
2020-04-12T17:05:09.562208 UTC, 2020-04-12T17:36:31.562208 UTC
2020-04-12T18:41:31.562208 UTC, 2020-04-12T19:12:52.562208 UTC
2020-04-12T20:17:51.742144 UTC, 2020-04-12T20:49:13.742144 UTC
2020-04-12T21:54:13.742144 UTC, 2020-04-12T22:25:35.742144 UTC
2020-04-12T23:30:35.742144 UTC, 2020-04-13T00:01:57.742144 UTC
2020-04-13T01:06:57.742144 UTC, 2020-04-13T01:38:19.742144 UTC
2020-04-13T02:43:18.742144 UTC, 2020-04-13T03:14:40.742144 UTC
2020-04-13T04:19:40.709728 UTC, 2020-04-13T04:51:02.709728 UTC
2020-04-13T05:56:01.709728 UTC, 2020-04-13T06:27:23.709728 UTC
2020-04-13T07:32:23.709728 UTC, 2020-04-13T08:03:45.709728 UTC
2020-04-13T09:08:45.709728 UTC, 2020-04-13T09:40:07.709728 UTC
2020-04-13T10:45:06.709728 UTC, 2020-04-13T11:16:28.709728 UTC
2020-04-13T12:21:28.650528 UTC, 2020-04-13T12:52:50.650528 UTC
2020-04-13T13:57:50.650528 UTC, 2020-04-13T14:29:12.650528 UTC
2020-04-13T15:34:11.650528 UTC, 2020-04-13T16:05:33.650528 UTC
2020-04-13T17:10:33.650528 UTC, 2020-04-13T17:41:55.650528 UTC
2020-04-13T18:46:55.650528 UTC, 2020-04-13T19:18:17.650528 UTC
2020-04-13T20:23:16.612064 UTC, 2020-04-13T20:54:38.612064 UTC
2020-04-13T21:59:38.612064 UTC, 2020-04-13T22:31:00.612064 UTC
2020-04-13T23:36:00.612064 UTC, 2020-04-14T00:07:22.612064 UTC
2020-04-14T01:12:21.612064 UTC, 2020-04-14T01:43:44.612064 UTC
2020-04-14T02:48:43.612064 UTC, 2020-04-14T03:20:05.612064 UTC
2020-04-14T04:25:05.558912 UTC, 2020-04-14T04:56:27.558912 UTC
2020-04-14T06:01:26.558912 UTC, 2020-04-14T06:32:48.558912 UTC
2020-04-14T07:37:48.558912 UTC, 2020-04-14T08:09:10.558912 UTC
2020-04-14T09:14:09.558912 UTC, 2020-04-14T09:45:32.558912 UTC
2020-04-14T10:50:31.558912 UTC, 2020-04-14T11:21:53.558912 UTC
2020-04-14T12:26:53.474656 UTC, 2020-04-14T12:58:15.474656 UTC
2020-04-14T14:03:15.474656 UTC, 2020-04-14T14:34:37.474656 UTC
2020-04-14T15:39:36.474656 UTC, 2020-04-14T16:10:58.474656 UTC
2020-04-14T17:15:58.474656 UTC, 2020-04-14T17:47:20.474656 UTC
2020-04-14T18:52:20.474656 UTC, 2020-04-14T19:23:42.474656 UTC
2020-04-14T20:28:41.474656 UTC, 2020-04-14T21:00:04.474656 UTC
2020-04-14T22:05:03.575968 UTC, 2020-04-14T22:36:25.575968 UTC
2020-04-14T23:41:24.575968 UTC, 2020-04-15T00:12:47.575968 UTC
2020-04-15T01:17:46.575968 UTC, 2020-04-15T01:49:09.575968 UTC
2020-04-15T02:54:08.575968 UTC, 2020-04-15T03:25:30.575968 UTC
2020-04-15T04:30:29.317376 UTC, 2020-04-15T05:01:52.317376 UTC
2020-04-15T06:06:51.317376 UTC, 2020-04-15T06:38:13.317376 UTC
2020-04-15T07:43:12.317376 UTC, 2020-04-15T08:14:35.317376 UTC
2020-04-15T09:19:34.317376 UTC, 2020-04-15T09:50:57.317376 UTC
2020-04-15T10:55:56.317376 UTC, 2020-04-15T11:27:19.317376 UTC
2020-04-15T12:32:18.204608 UTC, 2020-04-15T13:03:40.204608 UTC
2020-04-15T14:08:39.204608 UTC, 2020-04-15T14:40:02.204608 UTC
2020-04-15T15:45:01.204608 UTC, 2020-04-15T16:16:24.204608 UTC
2020-04-15T17:21:23.204608 UTC, 2020-04-15T17:52:45.204608 UTC
2020-04-15T18:57:44.204608 UTC, 2020-04-15T19:29:07.204608 UTC
2020-04-15T20:34:06.204608 UTC, 2020-04-15T21:05:29.204608 UTC
2020-04-15T22:10:27.311968 UTC, 2020-04-15T22:41:50.311968 UTC
2020-04-15T23:46:49.311968 UTC, 2020-04-16T00:18:12.311968 UTC
2020-04-16T01:23:11.311968 UTC, 2020-04-16T01:54:34.311968 UTC
2020-04-16T02:59:33.311968 UTC, 2020-04-16T03:30:55.311968 UTC
2020-04-16T04:35:54.036960 UTC, 2020-04-16T05:07:17.036960 UTC
2020-04-16T06:12:16.036960 UTC, 2020-04-16T06:43:39.036960 UTC
2020-04-16T07:48:37.036960 UTC, 2020-04-16T08:20:00.036960 UTC
2020-04-16T09:24:59.036960 UTC, 2020-04-16T09:56:22.036960 UTC
2020-04-16T11:01:20.724800 UTC, 2020-04-16T11:32:43.724800 UTC
2020-04-16T12:37:42.724800 UTC, 2020-04-16T13:09:05.724800 UTC
2020-04-16T14:14:04.724800 UTC, 2020-04-16T14:45:27.724800 UTC
2020-04-16T15:50:25.724800 UTC, 2020-04-16T16:21:48.724800 UTC
2020-04-16T17:26:47.724800 UTC, 2020-04-16T17:58:10.724800 UTC
2020-04-16T19:03:09.724800 UTC, 2020-04-16T19:34:32.724800 UTC
2020-04-16T20:39:30.788096 UTC, 2020-04-16T21:10:53.788096 UTC
2020-04-16T22:15:52.788096 UTC, 2020-04-16T22:47:15.788096 UTC
2020-04-16T23:52:13.788096 UTC, 2020-04-17T00:23:36.788096 UTC
2020-04-17T01:28:35.788096 UTC, 2020-04-17T01:59:58.788096 UTC
2020-04-17T03:04:56.788096 UTC, 2020-04-17T03:36:20.788096 UTC
2020-04-17T04:41:18.652000 UTC, 2020-04-17T05:12:41.652000 UTC
2020-04-17T06:17:39.652000 UTC, 2020-04-17T06:49:03.652000 UTC
2020-04-17T07:54:01.652000 UTC, 2020-04-17T08:25:24.652000 UTC
2020-04-17T09:30:23.652000 UTC, 2020-04-17T10:01:46.652000 UTC
2020-04-17T11:06:45.292320 UTC, 2020-04-17T11:38:08.292320 UTC
2020-04-17T12:43:07.292320 UTC, 2020-04-17T13:14:30.292320 UTC
2020-04-17T14:19:28.292320 UTC, 2020-04-17T14:50:52.292320 UTC
2020-04-17T15:55:50.292320 UTC, 2020-04-17T16:27:14.292320 UTC
2020-04-17T17:32:12.292320 UTC, 2020-04-17T18:03:35.292320 UTC
2020-04-17T19:08:34.292320 UTC, 2020-04-17T19:39:57.292320 UTC
2020-04-17T20:44:55.321056 UTC, 2020-04-17T21:16:18.321056 UTC
2020-04-17T22:21:16.321056 UTC, 2020-04-17T22:52:40.321056 UTC
2020-04-17T23:57:38.321056 UTC, 2020-04-18T00:29:02.321056 UTC
2020-04-18T01:34:00.321056 UTC, 2020-04-18T02:05:23.321056 UTC
2020-04-18T03:10:21.321056 UTC, 2020-04-18T03:41:45.321056 UTC
2020-04-18T04:46:43.133120 UTC, 2020-04-18T05:18:06.133120 UTC
2020-04-18T06:23:04.133120 UTC, 2020-04-18T06:54:28.133120 UTC
2020-04-18T07:59:26.133120 UTC, 2020-04-18T08:30:50.133120 UTC
2020-04-18T09:35:47.133120 UTC, 2020-04-18T10:07:11.133120 UTC
2020-04-18T11:12:09.133120 UTC, 2020-04-18T11:43:33.133120 UTC
2020-04-18T12:48:30.853600 UTC, 2020-04-18T13:19:54.853600 UTC
2020-04-18T14:24:52.853600 UTC, 2020-04-18T14:56:16.853600 UTC
2020-04-18T16:01:13.853600 UTC, 2020-04-18T16:32:37.853600 UTC
2020-04-18T17:37:35.853600 UTC, 2020-04-18T18:08:59.853600 UTC
2020-04-18T19:13:57.853600 UTC, 2020-04-18T19:45:21.853600 UTC
2020-04-18T20:50:18.655296 UTC, 2020-04-18T21:21:42.655296 UTC
2020-04-18T22:26:40.655296 UTC, 2020-04-18T22:58:04.655296 UTC
2020-04-19T00:03:02.655296 UTC, 2020-04-19T00:34:26.655296 UTC
2020-04-19T01:39:23.655296 UTC, 2020-04-19T02:10:47.655296 UTC
2020-04-19T03:15:45.655296 UTC, 2020-04-19T03:47:09.655296 UTC
2020-04-19T04:52:06.391328 UTC, 2020-04-19T05:23:31.391328 UTC
2020-04-19T06:28:28.391328 UTC, 2020-04-19T06:59:52.391328 UTC
2020-04-19T08:04:49.391328 UTC, 2020-04-19T08:36:14.391328 UTC
2020-04-19T09:41:11.391328 UTC, 2020-04-19T10:12:36.391328 UTC
2020-04-19T11:17:32.984992 UTC, 2020-04-19T11:48:57.984992 UTC
2020-04-19T12:53:54.984992 UTC, 2020-04-19T13:25:19.984992 UTC
2020-04-19T14:30:16.984992 UTC, 2020-04-19T15:01:40.984992 UTC
2020-04-19T16:06:37.984992 UTC, 2020-04-19T16:38:02.984992 UTC
2020-04-19T17:42:59.984992 UTC, 2020-04-19T18:14:24.984992 UTC
2020-04-19T19:19:21.714976 UTC, 2020-04-19T19:50:45.714976 UTC
2020-04-19T20:55:42.714976 UTC, 2020-04-19T21:27:07.714976 UTC
2020-04-19T22:32:03.992800 UTC, 2020-04-19T23:03:28.992800 UTC
2020-04-20T00:08:25.992800 UTC, 2020-04-20T00:39:50.992800 UTC
2020-04-20T01:44:47.249888 UTC, 2020-04-20T02:16:12.249888 UTC
2020-04-20T03:21:09.249888 UTC, 2020-04-20T03:52:34.249888 UTC
2020-04-20T04:57:30.533760 UTC, 2020-04-20T05:28:55.533760 UTC
2020-04-20T06:33:51.533760 UTC, 2020-04-20T07:05:16.533760 UTC
2020-04-20T08:10:13.533760 UTC, 2020-04-20T08:41:38.533760 UTC
2020-04-20T09:46:35.533760 UTC, 2020-04-20T10:18:00.533760 UTC
2020-04-20T11:22:56.533760 UTC, 2020-04-20T11:54:21.533760 UTC
2020-04-20T12:59:18.533760 UTC, 2020-04-20T13:30:43.533760 UTC
2020-04-20T14:35:39.533760 UTC, 2020-04-20T15:07:04.533760 UTC
2020-04-20T16:12:01.533760 UTC, 2020-04-20T16:43:26.533760 UTC
2020-04-20T17:48:23.632960 UTC, 2020-04-20T18:19:48.632960 UTC
2020-04-20T19:24:44.632960 UTC, 2020-04-20T19:56:10.632960 UTC
2020-04-20T21:01:06.908192 UTC, 2020-04-20T21:32:31.908192 UTC
2020-04-20T22:37:27.908192 UTC, 2020-04-20T23:08:52.908192 UTC
2020-04-21T00:13:49.908192 UTC, 2020-04-21T00:45:14.908192 UTC
2020-04-21T01:50:10.908192 UTC, 2020-04-21T02:21:36.908192 UTC
2020-04-21T03:26:32.908192 UTC, 2020-04-21T03:57:57.908192 UTC
2020-04-21T05:02:54.546592 UTC, 2020-04-21T05:34:19.546592 UTC
2020-04-21T06:39:15.546592 UTC, 2020-04-21T07:10:41.546592 UTC
2020-04-21T08:15:37.546592 UTC, 2020-04-21T08:47:02.546592 UTC
2020-04-21T09:51:58.546592 UTC, 2020-04-21T10:23:24.546592 UTC
2020-04-21T11:28:20.546592 UTC, 2020-04-21T11:59:46.546592 UTC
2020-04-21T13:04:42.181536 UTC, 2020-04-21T13:36:08.181536 UTC
2020-04-21T14:41:04.181536 UTC, 2020-04-21T15:12:29.181536 UTC
2020-04-21T16:17:25.181536 UTC, 2020-04-21T16:48:51.181536 UTC
2020-04-21T17:53:47.181536 UTC, 2020-04-21T18:25:12.181536 UTC
2020-04-21T19:30:08.181536 UTC, 2020-04-21T20:01:34.181536 UTC
2020-04-21T21:06:29.857088 UTC, 2020-04-21T21:37:55.857088 UTC
2020-04-21T22:42:51.857088 UTC, 2020-04-21T23:14:17.857088 UTC
2020-04-22T00:19:12.857088 UTC, 2020-04-22T00:50:38.857088 UTC
2020-04-22T01:55:34.857088 UTC, 2020-04-22T02:27:00.857088 UTC
2020-04-22T03:31:56.857088 UTC, 2020-04-22T04:03:22.857088 UTC
2020-04-22T05:08:17.470432 UTC, 2020-04-22T05:39:43.470432 UTC
2020-04-22T06:44:39.470432 UTC, 2020-04-22T07:16:05.470432 UTC
2020-04-22T08:21:00.470432 UTC, 2020-04-22T08:52:26.470432 UTC
2020-04-22T09:57:22.470432 UTC, 2020-04-22T10:28:48.470432 UTC
2020-04-22T11:33:43.470432 UTC, 2020-04-22T12:05:10.470432 UTC
2020-04-22T13:10:06.089824 UTC, 2020-04-22T13:41:32.089824 UTC
2020-04-22T14:46:27.089824 UTC, 2020-04-22T15:17:53.089824 UTC
2020-04-22T16:22:49.089824 UTC, 2020-04-22T16:54:15.089824 UTC
2020-04-22T17:59:10.089824 UTC, 2020-04-22T18:30:37.089824 UTC
2020-04-22T19:35:32.089824 UTC, 2020-04-22T20:06:58.089824 UTC
2020-04-22T21:11:53.763648 UTC, 2020-04-22T21:43:19.763648 UTC
2020-04-22T22:48:14.763648 UTC, 2020-04-22T23:19:41.763648 UTC
2020-04-23T00:24:36.763648 UTC, 2020-04-23T00:56:03.763648 UTC
2020-04-23T02:00:58.763648 UTC, 2020-04-23T02:32:24.763648 UTC
2020-04-23T03:37:19.763648 UTC, 2020-04-23T04:08:46.763648 UTC
2020-04-23T05:13:41.405504 UTC, 2020-04-23T05:45:08.405504 UTC
2020-04-23T06:50:02.405504 UTC, 2020-04-23T07:21:29.405504 UTC
2020-04-23T08:26:24.405504 UTC, 2020-04-23T08:57:51.405504 UTC
2020-04-23T10:02:45.405504 UTC, 2020-04-23T10:34:12.405504 UTC
2020-04-23T11:39:07.405504 UTC, 2020-04-23T12:10:34.405504 UTC
2020-04-23T13:15:29.020576 UTC, 2020-04-23T13:46:56.020576 UTC
2020-04-23T14:51:51.020576 UTC, 2020-04-23T15:23:18.020576 UTC
2020-04-23T16:28:12.020576 UTC, 2020-04-23T16:59:39.020576 UTC
2020-04-23T18:04:34.020576 UTC, 2020-04-23T18:36:01.020576 UTC
2020-04-23T19:40:55.020576 UTC, 2020-04-23T20:12:23.020576 UTC
2020-04-23T21:17:16.686624 UTC, 2020-04-23T21:48:44.686624 UTC
2020-04-23T22:53:38.686624 UTC, 2020-04-23T23:25:05.686624 UTC
2020-04-24T00:30:00.686624 UTC, 2020-04-24T01:01:27.686624 UTC
2020-04-24T02:06:21.686624 UTC, 2020-04-24T02:37:49.686624 UTC
2020-04-24T03:42:43.686624 UTC, 2020-04-24T04:14:10.686624 UTC
2020-04-24T05:19:04.316384 UTC, 2020-04-24T05:50:32.316384 UTC
2020-04-24T06:55:26.316384 UTC, 2020-04-24T07:26:53.316384 UTC
2020-04-24T08:31:47.316384 UTC, 2020-04-24T09:03:15.316384 UTC
2020-04-24T10:08:09.316384 UTC, 2020-04-24T10:39:37.316384 UTC
2020-04-24T11:44:31.316384 UTC, 2020-04-24T12:15:58.316384 UTC
2020-04-24T13:20:52.972064 UTC, 2020-04-24T13:52:19.972064 UTC
2020-04-24T14:57:13.972064 UTC, 2020-04-24T15:28:41.972064 UTC
2020-04-24T16:33:35.972064 UTC, 2020-04-24T17:05:02.972064 UTC
2020-04-24T18:09:56.972064 UTC, 2020-04-24T18:41:24.972064 UTC
2020-04-24T19:46:18.972064 UTC, 2020-04-24T20:17:46.972064 UTC
2020-04-24T21:22:40.692544 UTC, 2020-04-24T21:54:08.692544 UTC
2020-04-24T22:59:02.692544 UTC, 2020-04-24T23:30:30.692544 UTC
2020-04-25T00:35:23.692544 UTC, 2020-04-25T01:06:51.692544 UTC
2020-04-25T02:11:45.692544 UTC, 2020-04-25T02:43:13.692544 UTC
2020-04-25T03:48:06.692544 UTC, 2020-04-25T04:19:34.692544 UTC
2020-04-25T05:24:28.368096 UTC, 2020-04-25T05:55:56.368096 UTC
2020-04-25T07:00:49.368096 UTC, 2020-04-25T07:32:18.368096 UTC
2020-04-25T08:37:11.368096 UTC, 2020-04-25T09:08:39.368096 UTC
2020-04-25T10:13:33.769280 UTC, 2020-04-25T10:45:01.769280 UTC
2020-04-25T11:49:54.769280 UTC, 2020-04-25T12:21:23.769280 UTC
2020-04-25T13:26:16.069568 UTC, 2020-04-25T13:57:45.069568 UTC
2020-04-25T15:02:38.069568 UTC, 2020-04-25T15:34:06.069568 UTC
2020-04-25T16:38:59.069568 UTC, 2020-04-25T17:10:28.069568 UTC
2020-04-25T18:15:21.069568 UTC, 2020-04-25T18:46:49.069568 UTC
2020-04-25T19:51:42.069568 UTC, 2020-04-25T20:23:11.069568 UTC
2020-04-25T21:28:03.808192 UTC, 2020-04-25T21:59:32.808192 UTC
2020-04-25T23:04:25.808192 UTC, 2020-04-25T23:35:54.808192 UTC
2020-04-26T00:40:47.808192 UTC, 2020-04-26T01:12:15.808192 UTC
2020-04-26T02:17:08.808192 UTC, 2020-04-26T02:48:37.808192 UTC
2020-04-26T03:53:30.808192 UTC, 2020-04-26T04:24:59.808192 UTC
2020-04-26T05:29:51.484608 UTC, 2020-04-26T06:01:20.484608 UTC
2020-04-26T07:06:13.484608 UTC, 2020-04-26T07:37:42.484608 UTC
2020-04-26T08:42:35.762432 UTC, 2020-04-26T09:14:04.762432 UTC
2020-04-26T10:18:56.762432 UTC, 2020-04-26T10:50:25.762432 UTC
2020-04-26T11:55:18.762432 UTC, 2020-04-26T12:26:47.762432 UTC
2020-04-26T13:31:39.762432 UTC, 2020-04-26T14:03:09.762432 UTC
2020-04-26T15:08:01.316352 UTC, 2020-04-26T15:39:30.316352 UTC
2020-04-26T16:44:23.316352 UTC, 2020-04-26T17:15:52.316352 UTC
2020-04-26T18:20:44.316352 UTC, 2020-04-26T18:52:13.316352 UTC
2020-04-26T19:57:06.316352 UTC, 2020-04-26T20:28:35.316352 UTC
2020-04-26T21:33:27.933344 UTC, 2020-04-26T22:04:56.933344 UTC
2020-04-26T23:09:49.933344 UTC, 2020-04-26T23:41:18.933344 UTC
2020-04-27T00:46:10.933344 UTC, 2020-04-27T01:17:40.933344 UTC
2020-04-27T02:22:32.933344 UTC, 2020-04-27T02:54:01.933344 UTC
2020-04-27T03:58:53.933344 UTC, 2020-04-27T04:30:23.933344 UTC
2020-04-27T05:35:15.933344 UTC, 2020-04-27T06:06:44.933344 UTC
2020-04-27T07:11:36.933344 UTC, 2020-04-27T07:43:06.933344 UTC
2020-04-27T08:47:58.933344 UTC, 2020-04-27T09:19:28.933344 UTC
2020-04-27T10:24:21.037728 UTC, 2020-04-27T10:55:50.037728 UTC
2020-04-27T12:00:42.037728 UTC, 2020-04-27T12:32:12.037728 UTC
2020-04-27T13:37:03.340608 UTC, 2020-04-27T14:08:33.340608 UTC
2020-04-27T15:13:25.340608 UTC, 2020-04-27T15:44:55.340608 UTC
2020-04-27T16:49:46.340608 UTC, 2020-04-27T17:21:16.340608 UTC
2020-04-27T18:26:07.805728 UTC, 2020-04-27T18:57:38.805728 UTC
2020-04-27T20:02:29.805728 UTC, 2020-04-27T20:33:59.805728 UTC
2020-04-27T21:38:51.097376 UTC, 2020-04-27T22:10:22.097376 UTC
2020-04-27T23:15:13.097376 UTC, 2020-04-27T23:46:43.097376 UTC
2020-04-28T00:51:35.097376 UTC, 2020-04-28T01:23:05.097376 UTC
2020-04-28T02:27:55.513248 UTC, 2020-04-28T02:59:26.513248 UTC
2020-04-28T04:04:17.513248 UTC, 2020-04-28T04:35:47.513248 UTC
2020-04-28T05:40:38.792800 UTC, 2020-04-28T06:12:09.792800 UTC
2020-04-28T07:17:00.792800 UTC, 2020-04-28T07:48:30.792800 UTC
2020-04-28T08:53:22.058528 UTC, 2020-04-28T09:24:53.058528 UTC
2020-04-28T10:29:44.058528 UTC, 2020-04-28T11:01:15.058528 UTC
2020-04-28T12:06:06.058528 UTC, 2020-04-28T12:37:36.058528 UTC
2020-04-28T13:42:27.058528 UTC, 2020-04-28T14:13:58.058528 UTC
2020-04-28T15:18:49.058528 UTC, 2020-04-28T15:50:20.058528 UTC
2020-04-28T16:55:10.058528 UTC, 2020-04-28T17:26:41.058528 UTC
2020-04-28T18:31:31.943840 UTC, 2020-04-28T19:03:02.943840 UTC
2020-04-28T20:07:52.943840 UTC, 2020-04-28T20:39:23.943840 UTC
2020-04-28T21:44:15.208704 UTC, 2020-04-28T22:15:46.208704 UTC
2020-04-28T23:20:36.208704 UTC, 2020-04-28T23:52:07.208704 UTC
2020-04-29T00:56:57.479616 UTC, 2020-04-29T01:28:29.479616 UTC
2020-04-29T02:33:19.479616 UTC, 2020-04-29T03:04:50.479616 UTC
2020-04-29T04:09:40.750528 UTC, 2020-04-29T04:41:11.750528 UTC
2020-04-29T05:46:02.750528 UTC, 2020-04-29T06:17:33.750528 UTC
2020-04-29T07:22:23.750528 UTC, 2020-04-29T07:53:54.750528 UTC
2020-04-29T08:58:45.750528 UTC, 2020-04-29T09:30:16.750528 UTC
2020-04-29T10:35:07.302720 UTC, 2020-04-29T11:06:39.302720 UTC
2020-04-29T12:11:29.302720 UTC, 2020-04-29T12:43:00.302720 UTC
2020-04-29T13:47:50.302720 UTC, 2020-04-29T14:19:22.302720 UTC
2020-04-29T15:24:12.302720 UTC, 2020-04-29T15:55:44.302720 UTC
2020-04-29T17:00:34.302720 UTC, 2020-04-29T17:32:05.302720 UTC
2020-04-29T18:36:55.022336 UTC, 2020-04-29T19:08:27.022336 UTC
2020-04-29T20:13:17.022336 UTC, 2020-04-29T20:44:48.022336 UTC
2020-04-29T21:49:38.270784 UTC, 2020-04-29T22:21:10.270784 UTC
2020-04-29T23:25:59.270784 UTC, 2020-04-29T23:57:31.270784 UTC
2020-04-30T01:02:21.541696 UTC, 2020-04-30T01:33:53.541696 UTC
2020-04-30T02:38:42.541696 UTC, 2020-04-30T03:10:14.541696 UTC
2020-04-30T04:15:04.541696 UTC, 2020-04-30T04:46:36.541696 UTC
2020-04-30T05:51:25.948064 UTC, 2020-04-30T06:22:57.948064 UTC
2020-04-30T07:27:46.948064 UTC, 2020-04-30T07:59:18.948064 UTC
2020-04-30T09:04:08.948064 UTC, 2020-04-30T09:35:40.948064 UTC
2020-04-30T10:40:30.317280 UTC, 2020-04-30T11:12:03.317280 UTC
2020-04-30T12:16:52.317280 UTC, 2020-04-30T12:48:24.317280 UTC
2020-04-30T13:53:14.317280 UTC, 2020-04-30T14:24:46.317280 UTC
2020-04-30T15:29:35.317280 UTC, 2020-04-30T16:01:08.317280 UTC
2020-04-30T17:05:57.317280 UTC, 2020-04-30T17:37:29.317280 UTC
2020-04-30T18:42:19.317280 UTC, 2020-04-30T19:13:51.317280 UTC
2020-04-30T20:18:40.317280 UTC, 2020-04-30T20:50:13.317280 UTC
2020-04-30T21:55:01.281888 UTC, 2020-04-30T22:26:34.281888 UTC
2020-04-30T23:31:23.281888 UTC, 2020-05-01T00:02:55.281888 UTC
2020-05-01T01:07:44.281888 UTC, 2020-05-01T01:39:17.281888 UTC
2020-05-01T02:44:05.609632 UTC, 2020-05-01T03:15:38.609632 UTC
2020-05-01T04:20:27.609632 UTC, 2020-05-01T04:52:00.609632 UTC
2020-05-01T05:56:48.862400 UTC, 2020-05-01T06:28:21.862400 UTC
2020-05-01T07:33:09.862400 UTC, 2020-05-01T08:04:42.862400 UTC
2020-05-01T09:09:31.862400 UTC, 2020-05-01T09:41:04.862400 UTC
2020-05-01T10:45:53.244576 UTC, 2020-05-01T11:17:27.244576 UTC
2020-05-01T12:22:15.244576 UTC, 2020-05-01T12:53:48.244576 UTC
2020-05-01T13:58:37.244576 UTC, 2020-05-01T14:30:10.244576 UTC
2020-05-01T15:34:58.244576 UTC, 2020-05-01T16:06:32.244576 UTC
2020-05-01T17:11:19.764800 UTC, 2020-05-01T17:42:52.764800 UTC
2020-05-01T18:47:40.764800 UTC, 2020-05-01T19:19:14.764800 UTC
2020-05-01T20:24:02.764800 UTC, 2020-05-01T20:55:36.764800 UTC
2020-05-01T22:00:24.140064 UTC, 2020-05-01T22:31:58.140064 UTC
2020-05-01T23:36:46.140064 UTC, 2020-05-02T00:08:20.140064 UTC
2020-05-02T01:13:07.140064 UTC, 2020-05-02T01:44:41.140064 UTC
2020-05-02T02:49:28.511872 UTC, 2020-05-02T03:21:02.511872 UTC
2020-05-02T04:25:50.511872 UTC, 2020-05-02T04:57:24.511872 UTC
2020-05-02T06:02:11.511872 UTC, 2020-05-02T06:33:45.511872 UTC
2020-05-02T07:38:33.511872 UTC, 2020-05-02T08:10:07.511872 UTC
2020-05-02T09:14:54.511872 UTC, 2020-05-02T09:46:29.511872 UTC
2020-05-02T10:51:17.126080 UTC, 2020-05-02T11:22:51.126080 UTC
2020-05-02T12:27:38.126080 UTC, 2020-05-02T12:59:12.126080 UTC
2020-05-02T14:03:59.366752 UTC, 2020-05-02T14:35:33.366752 UTC
2020-05-02T15:40:21.366752 UTC, 2020-05-02T16:11:55.366752 UTC
2020-05-02T17:16:42.621248 UTC, 2020-05-02T17:48:16.621248 UTC
2020-05-02T18:53:03.621248 UTC, 2020-05-02T19:24:38.621248 UTC
2020-05-02T20:29:25.621248 UTC, 2020-05-02T21:01:00.621248 UTC
2020-05-02T22:05:46.996512 UTC, 2020-05-02T22:37:21.996512 UTC
2020-05-02T23:42:08.996512 UTC, 2020-05-03T00:13:43.996512 UTC
2020-05-03T01:18:29.996512 UTC, 2020-05-03T01:50:04.996512 UTC
2020-05-03T02:54:51.340672 UTC, 2020-05-03T03:26:26.340672 UTC
2020-05-03T04:31:13.340672 UTC, 2020-05-03T05:02:48.340672 UTC
2020-05-03T06:07:34.584800 UTC, 2020-05-03T06:39:09.584800 UTC
2020-05-03T07:43:55.584800 UTC, 2020-05-03T08:15:30.584800 UTC
2020-05-03T09:20:17.584800 UTC, 2020-05-03T09:51:52.584800 UTC
2020-05-03T10:56:38.939328 UTC, 2020-05-03T11:28:14.939328 UTC
2020-05-03T12:33:00.939328 UTC, 2020-05-03T13:04:35.939328 UTC
2020-05-03T14:09:22.939328 UTC, 2020-05-03T14:40:57.939328 UTC
2020-05-03T15:45:43.939328 UTC, 2020-05-03T16:17:19.939328 UTC
2020-05-03T17:22:05.939328 UTC, 2020-05-03T17:53:40.939328 UTC
2020-05-03T18:58:27.939328 UTC, 2020-05-03T19:30:02.939328 UTC
2020-05-03T20:34:48.629376 UTC, 2020-05-03T21:06:23.629376 UTC
2020-05-03T22:11:09.629376 UTC, 2020-05-03T22:42:45.629376 UTC
2020-05-03T23:47:31.629376 UTC, 2020-05-04T00:19:07.629376 UTC
2020-05-04T01:23:52.629376 UTC, 2020-05-04T01:55:28.629376 UTC
2020-05-04T03:00:14.629376 UTC, 2020-05-04T03:31:50.629376 UTC
2020-05-04T04:36:36.192608 UTC, 2020-05-04T05:08:11.192608 UTC
2020-05-04T06:12:57.192608 UTC, 2020-05-04T06:44:33.192608 UTC
2020-05-04T07:49:18.192608 UTC, 2020-05-04T08:20:54.192608 UTC
2020-05-04T09:25:40.192608 UTC, 2020-05-04T09:57:16.192608 UTC
2020-05-04T11:02:01.603968 UTC, 2020-05-04T11:33:38.603968 UTC
2020-05-04T12:38:23.603968 UTC, 2020-05-04T13:09:59.603968 UTC
2020-05-04T14:14:45.603968 UTC, 2020-05-04T14:46:21.603968 UTC
2020-05-04T15:51:06.603968 UTC, 2020-05-04T16:22:42.603968 UTC
2020-05-04T17:27:28.603968 UTC, 2020-05-04T17:59:04.603968 UTC
2020-05-04T19:03:49.603968 UTC, 2020-05-04T19:35:26.603968 UTC
2020-05-04T20:40:11.277600 UTC, 2020-05-04T21:11:47.277600 UTC
2020-05-04T22:16:32.277600 UTC, 2020-05-04T22:48:09.277600 UTC
2020-05-04T23:52:54.277600 UTC, 2020-05-05T00:24:30.277600 UTC
2020-05-05T01:29:15.277600 UTC, 2020-05-05T02:00:52.277600 UTC
